id;value;sensor;timestamp;uploaded
1746;5.2;PM25;2017-02-22 04:34:20.980126;1
1747;19.5;PM10;2017-02-22 04:34:43.590846;1
1748;5.3;PM25;2017-02-22 04:34:43.590974;1
1749;19.2;PM10;2017-02-22 04:35:06.128108;1
1750;5.1;PM25;2017-02-22 04:35:06.128219;1
1751;18.9;PM10;2017-02-22 04:35:29.087693;1
1752;5.1;PM25;2017-02-22 04:35:29.087796;1
1753;19.2;PM10;2017-02-22 04:35:51.660199;1
1754;5.3;PM25;2017-02-22 04:35:51.660306;1
1755;18.8;PM10;2017-02-22 04:36:14.693770;1
1756;5.2;PM25;2017-02-22 04:36:14.693914;1
1757;22.6;PM10;2017-02-22 04:36:37.270230;1
1758;5.2;PM25;2017-02-22 04:36:37.270337;1
1759;22.4;PM10;2017-02-22 04:36:59.850912;1
1760;4.9;PM25;2017-02-22 04:36:59.851038;1
1761;23.5;PM10;2017-02-22 04:37:22.450392;1
1762;5.1;PM25;2017-02-22 04:37:22.450503;1
1763;25.3;PM10;2017-02-22 04:37:45.069761;1
1764;5.3;PM25;2017-02-22 04:37:45.069880;1
1765;25.0;PM10;2017-02-22 04:38:07.675492;1
1766;5.3;PM25;2017-02-22 04:38:07.675617;1
1767;22.6;PM10;2017-02-22 04:38:30.222710;1
1768;5.1;PM25;2017-02-22 04:38:30.222820;1
1769;22.5;PM10;2017-02-22 04:38:52.822624;1
1770;5.0;PM25;2017-02-22 04:38:52.822752;1
1771;24.8;PM10;2017-02-22 04:39:15.446339;1
1772;5.2;PM25;2017-02-22 04:39:15.446447;1
1773;24.6;PM10;2017-02-22 04:39:38.010692;1
1774;5.3;PM25;2017-02-22 04:39:38.010821;1
1775;26.2;PM10;2017-02-22 04:40:00.610280;1
1776;5.3;PM25;2017-02-22 04:40:00.610394;1
1777;25.3;PM10;2017-02-22 04:40:23.280880;1
1778;5.0;PM25;2017-02-22 04:40:23.281002;1
1779;27.9;PM10;2017-02-22 04:40:45.822688;1
1780;5.2;PM25;2017-02-22 04:40:45.822796;1
1781;28.7;PM10;2017-02-22 04:41:08.591189;1
1782;5.3;PM25;2017-02-22 04:41:08.591295;1
1783;28.9;PM10;2017-02-22 04:41:31.166585;1
1784;5.4;PM25;2017-02-22 04:41:31.166719;1
1785;29.3;PM10;2017-02-22 04:41:53.776864;1
1786;5.5;PM25;2017-02-22 04:41:53.776966;1
1787;31.7;PM10;2017-02-22 04:42:16.376554;1
1788;5.6;PM25;2017-02-22 04:42:16.376697;1
1789;30.0;PM10;2017-02-22 04:42:38.973580;1
1790;5.7;PM25;2017-02-22 04:42:38.973693;1
1791;30.1;PM10;2017-02-22 04:43:01.507900;1
1792;5.6;PM25;2017-02-22 04:43:01.508020;1
1793;29.9;PM10;2017-02-22 04:43:24.457296;1
1794;5.5;PM25;2017-02-22 04:43:24.457431;1
1795;27.6;PM10;2017-02-22 04:43:47.006150;1
1796;5.5;PM25;2017-02-22 04:43:47.006257;1
1797;31.0;PM10;2017-02-22 04:44:09.540884;1
1798;5.7;PM25;2017-02-22 04:44:09.541017;1
1799;31.9;PM10;2017-02-22 04:44:33.017619;1
1800;5.7;PM25;2017-02-22 04:44:33.017732;1
1801;29.3;PM10;2017-02-22 04:44:55.764425;1
1802;5.6;PM25;2017-02-22 04:44:55.764555;1
1803;24.1;PM10;2017-02-22 04:45:18.363220;1
1804;5.4;PM25;2017-02-22 04:45:18.363342;1
1805;23.7;PM10;2017-02-22 04:45:41.045111;1
1806;5.5;PM25;2017-02-22 04:45:41.045214;1
1807;25.5;PM10;2017-02-22 04:46:03.673756;1
1808;5.7;PM25;2017-02-22 04:46:03.673862;1
1809;26.4;PM10;2017-02-22 04:46:26.219831;1
1810;5.9;PM25;2017-02-22 04:46:26.219946;1
1811;25.7;PM10;2017-02-22 04:46:48.932309;1
1812;5.7;PM25;2017-02-22 04:46:48.932418;1
1813;23.9;PM10;2017-02-22 04:47:11.422774;1
1814;5.5;PM25;2017-02-22 04:47:11.422879;1
1815;24.7;PM10;2017-02-22 04:47:33.956861;1
1816;5.6;PM25;2017-02-22 04:47:33.956976;1
1817;25.8;PM10;2017-02-22 04:47:56.637116;1
1818;5.7;PM25;2017-02-22 04:47:56.637245;1
1819;28.0;PM10;2017-02-22 04:48:19.197036;1
1820;6.1;PM25;2017-02-22 04:48:19.197142;1
1821;27.3;PM10;2017-02-22 04:48:41.735151;1
1822;5.9;PM25;2017-02-22 04:48:41.735264;1
1823;27.0;PM10;2017-02-22 04:49:04.330540;1
1824;5.9;PM25;2017-02-22 04:49:04.330825;1
1825;24.2;PM10;2017-02-22 04:49:27.041504;1
1826;6.0;PM25;2017-02-22 04:49:27.041612;1
1827;24.1;PM10;2017-02-22 04:49:49.597143;1
1828;6.0;PM25;2017-02-22 04:49:49.597253;1
1829;24.3;PM10;2017-02-22 04:50:12.151593;1
1830;5.9;PM25;2017-02-22 04:50:12.151702;1
1831;24.7;PM10;2017-02-22 04:50:43.365883;1
1832;6.0;PM25;2017-02-22 04:50:43.366038;1
1833;22.7;PM10;2017-02-22 04:51:05.954451;1
1834;5.5;PM25;2017-02-22 04:51:05.954567;1
1835;21.7;PM10;2017-02-22 04:51:28.625105;1
1836;5.5;PM25;2017-02-22 04:51:28.625222;1
1837;21.2;PM10;2017-02-22 04:51:51.212929;1
1838;5.4;PM25;2017-02-22 04:51:51.213042;1
1839;22.7;PM10;2017-02-22 04:52:13.789100;1
1840;5.3;PM25;2017-02-22 04:52:13.789231;1
1841;23.4;PM10;2017-02-22 04:52:36.401247;1
1842;5.2;PM25;2017-02-22 04:52:36.401373;1
1843;22.3;PM10;2017-02-22 04:52:59.452448;1
1844;5.2;PM25;2017-02-22 04:52:59.452577;1
1845;22.3;PM10;2017-02-22 04:53:22.021057;1
1846;5.1;PM25;2017-02-22 04:53:22.021163;1
1847;23.8;PM10;2017-02-22 04:53:44.608022;1
1848;5.2;PM25;2017-02-22 04:53:44.608126;1
1849;23.6;PM10;2017-02-22 04:54:07.217970;1
1850;5.2;PM25;2017-02-22 04:54:07.218082;1
1851;24.3;PM10;2017-02-22 04:54:29.760458;1
1852;5.2;PM25;2017-02-22 04:54:29.760617;1
1853;22.8;PM10;2017-02-22 04:54:52.687067;1
1854;5.4;PM25;2017-02-22 04:54:52.687213;1
1855;22.1;PM10;2017-02-22 04:55:15.331269;1
1856;5.4;PM25;2017-02-22 04:55:15.331382;1
1857;23.2;PM10;2017-02-22 04:55:38.161282;1
1858;5.5;PM25;2017-02-22 04:55:38.161390;1
1859;24.3;PM10;2017-02-22 04:56:00.724860;1
1860;5.5;PM25;2017-02-22 04:56:00.724969;1
1861;23.1;PM10;2017-02-22 04:56:23.362996;1
1862;5.5;PM25;2017-02-22 04:56:23.363101;1
1863;25.6;PM10;2017-02-22 04:56:45.931248;1
1864;5.4;PM25;2017-02-22 04:56:45.931353;1
1865;26.1;PM10;2017-02-22 04:57:08.638946;1
1866;5.5;PM25;2017-02-22 04:57:08.639047;1
1867;28.8;PM10;2017-02-22 04:57:31.309066;1
1868;5.4;PM25;2017-02-22 04:57:31.309181;1
1869;31.6;PM10;2017-02-22 04:57:53.866029;1
1870;5.8;PM25;2017-02-22 04:57:53.866156;1
1871;32.4;PM10;2017-02-22 04:58:16.451559;1
1872;6.0;PM25;2017-02-22 04:58:16.451671;1
1873;31.9;PM10;2017-02-22 04:58:39.023713;1
1874;6.0;PM25;2017-02-22 04:58:39.023826;1
1875;31.0;PM10;2017-02-22 04:59:01.575752;1
1876;6.0;PM25;2017-02-22 04:59:01.575851;1
1877;32.6;PM10;2017-02-22 04:59:24.143535;1
1878;6.1;PM25;2017-02-22 04:59:24.143645;1
1879;29.0;PM10;2017-02-22 04:59:46.743892;1
1880;6.1;PM25;2017-02-22 04:59:46.744016;1
1881;28.5;PM10;2017-02-22 05:00:09.324657;1
1882;6.1;PM25;2017-02-22 05:00:09.324777;1
1883;28.0;PM10;2017-02-22 05:00:32.341583;1
1884;6.0;PM25;2017-02-22 05:00:32.341695;1
1885;27.0;PM10;2017-02-22 05:00:54.924762;1
1886;5.7;PM25;2017-02-22 05:00:54.924868;1
1887;28.1;PM10;2017-02-22 05:01:17.455967;1
1888;5.5;PM25;2017-02-22 05:01:17.456091;1
1889;28.7;PM10;2017-02-22 05:01:40.035766;1
1890;5.9;PM25;2017-02-22 05:01:40.035917;1
1891;28.3;PM10;2017-02-22 05:02:02.615146;1
1892;5.9;PM25;2017-02-22 05:02:02.615262;1
1893;25.6;PM10;2017-02-22 05:02:25.172199;1
1894;5.6;PM25;2017-02-22 05:02:25.172311;1
1895;25.8;PM10;2017-02-22 05:02:47.919169;1
1896;5.7;PM25;2017-02-22 05:02:47.919289;1
1897;26.5;PM10;2017-02-22 05:03:10.497739;1
1898;5.9;PM25;2017-02-22 05:03:10.497848;1
1899;24.3;PM10;2017-02-22 05:03:33.190220;1
1900;5.7;PM25;2017-02-22 05:03:33.190338;1
1901;22.2;PM10;2017-02-22 05:03:55.791238;1
1902;5.7;PM25;2017-02-22 05:03:55.791352;1
1903;20.4;PM10;2017-02-22 05:04:18.380439;1
1904;5.4;PM25;2017-02-22 05:04:18.380748;1
1905;22.0;PM10;2017-02-22 05:04:40.964227;1
1906;5.3;PM25;2017-02-22 05:04:40.964335;1
1907;25.3;PM10;2017-02-22 05:05:03.982349;1
1908;5.3;PM25;2017-02-22 05:05:03.982464;1
1909;25.9;PM10;2017-02-22 05:05:26.651237;1
1910;5.3;PM25;2017-02-22 05:05:26.651348;1
1911;24.8;PM10;2017-02-22 05:05:49.187162;1
1912;5.0;PM25;2017-02-22 05:05:49.187276;1
1913;24.7;PM10;2017-02-22 05:06:11.739246;1
1914;5.1;PM25;2017-02-22 05:06:11.739351;1
1915;25.8;PM10;2017-02-22 05:06:34.339646;1
1916;5.2;PM25;2017-02-22 05:06:34.339799;1
1917;29.6;PM10;2017-02-22 05:06:56.905905;1
1918;5.5;PM25;2017-02-22 05:06:56.906010;1
1919;32.2;PM10;2017-02-22 05:07:19.536738;1
1920;5.7;PM25;2017-02-22 05:07:19.536863;1
1921;29.3;PM10;2017-02-22 05:07:42.290893;1
1922;5.6;PM25;2017-02-22 05:07:42.291014;1
1923;27.6;PM10;2017-02-22 05:08:04.795233;1
1924;5.8;PM25;2017-02-22 05:08:04.795339;1
1925;28.2;PM10;2017-02-22 05:08:27.431613;1
1926;6.1;PM25;2017-02-22 05:08:27.431722;1
1927;29.3;PM10;2017-02-22 05:08:50.023050;1
1928;6.2;PM25;2017-02-22 05:08:50.023163;1
1929;29.9;PM10;2017-02-22 05:09:12.592168;1
1930;6.1;PM25;2017-02-22 05:09:12.592298;1
1931;27.2;PM10;2017-02-22 05:09:35.164959;1
1932;5.9;PM25;2017-02-22 05:09:35.165079;1
1933;25.1;PM10;2017-02-22 05:09:57.732052;1
1934;5.8;PM25;2017-02-22 05:09:57.732160;1
1935;24.7;PM10;2017-02-22 05:10:20.289987;1
1936;5.8;PM25;2017-02-22 05:10:20.290110;1
1937;25.3;PM10;2017-02-22 05:10:42.978468;1
1938;5.9;PM25;2017-02-22 05:10:42.978576;1
1939;25.6;PM10;2017-02-22 05:11:05.596700;1
1940;5.7;PM25;2017-02-22 05:11:05.596803;1
1941;25.2;PM10;2017-02-22 05:11:28.140871;1
1942;5.7;PM25;2017-02-22 05:11:28.141003;1
1943;22.2;PM10;2017-02-22 05:11:50.805543;1
1944;5.6;PM25;2017-02-22 05:11:50.805657;1
1945;23.9;PM10;2017-02-22 05:12:13.441538;1
1946;5.7;PM25;2017-02-22 05:12:13.441649;1
1947;26.3;PM10;2017-02-22 05:12:36.007548;1
1948;5.9;PM25;2017-02-22 05:12:36.007654;1
1949;26.7;PM10;2017-02-22 05:12:58.780390;1
1950;5.7;PM25;2017-02-22 05:12:58.780499;1
1951;26.8;PM10;2017-02-22 05:13:21.479192;1
1952;5.7;PM25;2017-02-22 05:13:21.479299;1
1953;26.3;PM10;2017-02-22 05:13:44.377737;1
1954;5.8;PM25;2017-02-22 05:13:44.377850;1
1955;27.6;PM10;2017-02-22 05:14:07.296933;1
1956;5.8;PM25;2017-02-22 05:14:07.297046;1
1957;28.1;PM10;2017-02-22 05:14:29.859026;1
1958;5.8;PM25;2017-02-22 05:14:29.859133;1
1959;29.1;PM10;2017-02-22 05:14:52.475010;1
1960;5.8;PM25;2017-02-22 05:14:52.475119;1
1961;28.6;PM10;2017-02-22 05:15:15.381615;1
1962;5.7;PM25;2017-02-22 05:15:15.381747;1
1963;27.9;PM10;2017-02-22 05:15:38.113619;1
1964;5.9;PM25;2017-02-22 05:15:38.113726;1
1965;29.4;PM10;2017-02-22 05:16:01.085708;1
1966;6.4;PM25;2017-02-22 05:16:01.085818;1
1967;29.6;PM10;2017-02-22 05:16:24.140316;1
1968;6.4;PM25;2017-02-22 05:16:24.140456;1
1969;29.7;PM10;2017-02-22 05:16:46.748113;1
1970;6.3;PM25;2017-02-22 05:16:46.748262;1
1971;28.1;PM10;2017-02-22 05:17:09.368211;1
1972;6.2;PM25;2017-02-22 05:17:09.368338;1
1973;26.8;PM10;2017-02-22 05:17:32.353700;1
1974;6.2;PM25;2017-02-22 05:17:32.353813;1
1975;26.7;PM10;2017-02-22 05:17:55.091588;1
1976;6.5;PM25;2017-02-22 05:17:55.091694;1
1977;28.9;PM10;2017-02-22 05:18:18.352360;1
1978;6.7;PM25;2017-02-22 05:18:18.352469;1
1979;25.8;PM10;2017-02-22 05:18:40.995780;1
1980;6.5;PM25;2017-02-22 05:18:40.995901;1
1981;22.6;PM10;2017-02-22 05:19:03.718053;1
1982;6.1;PM25;2017-02-22 05:19:03.718168;1
1983;22.0;PM10;2017-02-22 05:19:26.703040;1
1984;6.0;PM25;2017-02-22 05:19:26.703167;1
1985;22.6;PM10;2017-02-22 05:19:49.329421;1
1986;6.0;PM25;2017-02-22 05:19:49.329528;1
1987;22.3;PM10;2017-02-22 05:20:11.960086;1
1988;5.9;PM25;2017-02-22 05:20:11.960204;1
1989;22.9;PM10;2017-02-22 05:20:34.507595;1
1990;5.8;PM25;2017-02-22 05:20:34.507707;1
1991;20.9;PM10;2017-02-22 05:20:57.098233;1
1992;5.5;PM25;2017-02-22 05:20:57.098340;1
1993;20.5;PM10;2017-02-22 05:21:19.670856;1
1994;5.6;PM25;2017-02-22 05:21:19.670987;1
1995;21.7;PM10;2017-02-22 05:21:42.529595;1
1996;5.4;PM25;2017-02-22 05:21:42.529700;1
1997;21.9;PM10;2017-02-22 05:22:05.122894;1
1998;5.3;PM25;2017-02-22 05:22:05.123018;1
1999;22.2;PM10;2017-02-22 05:22:27.730070;1
2000;5.4;PM25;2017-02-22 05:22:27.730181;1
2001;21.1;PM10;2017-02-22 05:22:50.791417;1
2002;5.4;PM25;2017-02-22 05:22:50.791524;1
2003;18.7;PM10;2017-02-22 05:23:13.485809;1
2004;5.3;PM25;2017-02-22 05:23:13.485920;1
2005;20.2;PM10;2017-02-22 05:23:36.103895;1
2006;5.3;PM25;2017-02-22 05:23:36.104002;1
2007;19.1;PM10;2017-02-22 05:23:58.816224;1
2008;5.1;PM25;2017-02-22 05:23:58.816365;1
2009;18.8;PM10;2017-02-22 05:24:21.525311;1
2010;4.8;PM25;2017-02-22 05:24:21.525441;1
2011;18.9;PM10;2017-02-22 05:24:44.140808;1
2012;4.9;PM25;2017-02-22 05:24:44.140932;1
2013;20.2;PM10;2017-02-22 05:25:06.709362;1
2014;4.8;PM25;2017-02-22 05:25:06.709425;1
2015;20.4;PM10;2017-02-22 05:25:29.591630;1
2016;4.8;PM25;2017-02-22 05:25:29.591691;1
2017;23.3;PM10;2017-02-22 05:25:52.148076;1
2018;4.9;PM25;2017-02-22 05:25:52.148180;1
2019;24.7;PM10;2017-02-22 05:26:14.733969;1
2020;5.0;PM25;2017-02-22 05:26:14.734090;1
2021;24.7;PM10;2017-02-22 05:26:37.320880;1
2022;5.0;PM25;2017-02-22 05:26:37.321005;1
2023;25.9;PM10;2017-02-22 05:27:00.321061;1
2024;5.0;PM25;2017-02-22 05:27:00.321167;1
2025;24.3;PM10;2017-02-22 05:27:22.901611;1
2026;5.0;PM25;2017-02-22 05:27:22.901723;1
2027;22.0;PM10;2017-02-22 05:27:45.564097;1
2028;4.9;PM25;2017-02-22 05:27:45.564212;1
2029;21.1;PM10;2017-02-22 05:28:08.162875;1
2030;4.8;PM25;2017-02-22 05:28:08.162986;1
2031;20.3;PM10;2017-02-22 05:28:30.752536;1
2032;4.9;PM25;2017-02-22 05:28:30.752659;1
2033;20.6;PM10;2017-02-22 05:28:53.573323;1
2034;4.9;PM25;2017-02-22 05:28:53.573442;1
2035;20.2;PM10;2017-02-22 05:29:16.149994;1
2036;4.8;PM25;2017-02-22 05:29:16.150106;1
2037;20.9;PM10;2017-02-22 05:29:38.850855;1
2038;4.8;PM25;2017-02-22 05:29:38.850978;1
2039;20.7;PM10;2017-02-22 05:30:01.455181;1
2040;5.1;PM25;2017-02-22 05:30:01.455285;1
2041;22.5;PM10;2017-02-22 05:30:24.162383;1
2042;5.3;PM25;2017-02-22 05:30:24.162490;1
2043;24.6;PM10;2017-02-22 05:30:46.780217;1
2044;5.4;PM25;2017-02-22 05:30:46.780319;1
2045;26.2;PM10;2017-02-22 05:31:09.863584;1
2046;5.4;PM25;2017-02-22 05:31:09.863691;1
2047;26.5;PM10;2017-02-22 05:31:32.736225;1
2048;5.2;PM25;2017-02-22 05:31:32.736337;1
2049;27.5;PM10;2017-02-22 05:31:55.362290;1
2050;5.2;PM25;2017-02-22 05:31:55.362410;1
2051;24.9;PM10;2017-02-22 05:32:17.993914;1
2052;5.4;PM25;2017-02-22 05:32:17.994017;1
2053;25.0;PM10;2017-02-22 05:32:40.552082;1
2054;5.3;PM25;2017-02-22 05:32:40.552192;1
2055;24.1;PM10;2017-02-22 05:33:03.167974;1
2056;5.1;PM25;2017-02-22 05:33:03.168087;1
2057;22.8;PM10;2017-02-22 05:33:25.750857;1
2058;5.1;PM25;2017-02-22 05:33:25.750975;1
2059;22.8;PM10;2017-02-22 05:33:48.466287;1
2060;5.3;PM25;2017-02-22 05:33:48.466409;1
2061;21.8;PM10;2017-02-22 05:34:11.037283;1
2062;5.6;PM25;2017-02-22 05:34:11.037387;1
2063;21.9;PM10;2017-02-22 05:34:33.698376;1
2064;5.8;PM25;2017-02-22 05:34:33.698508;1
2065;21.1;PM10;2017-02-22 05:34:56.232155;1
2066;5.7;PM25;2017-02-22 05:34:56.232299;1
2067;19.9;PM10;2017-02-22 05:35:18.864366;1
2068;5.7;PM25;2017-02-22 05:35:18.864493;1
2069;19.8;PM10;2017-02-22 05:35:41.826228;1
2070;5.6;PM25;2017-02-22 05:35:41.826371;1
2071;21.0;PM10;2017-02-22 05:36:05.222188;1
2072;5.7;PM25;2017-02-22 05:36:05.222297;1
2073;23.0;PM10;2017-02-22 05:36:27.737474;1
2074;5.8;PM25;2017-02-22 05:36:27.737578;1
2075;22.4;PM10;2017-02-22 05:36:50.317389;1
2076;5.6;PM25;2017-02-22 05:36:50.317507;1
2077;22.2;PM10;2017-02-22 05:37:13.287939;1
2078;5.3;PM25;2017-02-22 05:37:13.288054;1
2079;22.7;PM10;2017-02-22 05:37:35.854590;1
2080;5.3;PM25;2017-02-22 05:37:35.854696;1
2081;24.2;PM10;2017-02-22 05:37:58.700856;1
2082;5.2;PM25;2017-02-22 05:37:58.700984;1
2083;24.5;PM10;2017-02-22 05:38:21.253662;1
2084;5.3;PM25;2017-02-22 05:38:21.253775;1
2085;24.1;PM10;2017-02-22 05:38:43.849985;1
2086;5.3;PM25;2017-02-22 05:38:43.850100;1
2087;24.9;PM10;2017-02-22 05:39:06.426723;1
2088;5.2;PM25;2017-02-22 05:39:06.426846;1
2089;21.9;PM10;2017-02-22 05:39:29.019099;1
2090;5.1;PM25;2017-02-22 05:39:29.019219;1
2091;21.2;PM10;2017-02-22 05:39:51.542771;1
2092;5.0;PM25;2017-02-22 05:39:51.542876;1
2093;23.1;PM10;2017-02-22 05:40:14.151035;1
2094;5.1;PM25;2017-02-22 05:40:14.151152;1
2095;21.0;PM10;2017-02-22 05:40:36.704397;1
2096;5.0;PM25;2017-02-22 05:40:36.704505;1
2097;21.9;PM10;2017-02-22 05:40:59.395817;1
2098;4.9;PM25;2017-02-22 05:40:59.395926;1
2099;22.0;PM10;2017-02-22 05:41:22.047350;1
2100;4.9;PM25;2017-02-22 05:41:22.047454;1
2101;21.0;PM10;2017-02-22 05:41:44.634377;1
2102;5.0;PM25;2017-02-22 05:41:44.634485;1
2103;19.8;PM10;2017-02-22 05:42:07.184033;1
2104;5.0;PM25;2017-02-22 05:42:07.184681;1
2105;20.0;PM10;2017-02-22 05:42:29.786911;1
2106;4.9;PM25;2017-02-22 05:42:29.787021;1
2107;19.1;PM10;2017-02-22 05:42:52.393315;1
2108;4.8;PM25;2017-02-22 05:42:52.393456;1
2109;16.4;PM10;2017-02-22 05:43:14.999017;1
2110;4.7;PM25;2017-02-22 05:43:14.999123;1
2111;15.9;PM10;2017-02-22 05:43:37.580057;1
2112;5.0;PM25;2017-02-22 05:43:37.580163;1
2113;16.2;PM10;2017-02-22 05:44:00.234401;1
2114;5.0;PM25;2017-02-22 05:44:00.234510;1
2115;16.3;PM10;2017-02-22 05:44:22.826174;1
2116;5.1;PM25;2017-02-22 05:44:22.826320;1
2117;15.9;PM10;2017-02-22 05:44:45.399796;1
2118;5.0;PM25;2017-02-22 05:44:45.399907;1
2119;16.9;PM10;2017-02-22 05:45:07.957179;1
2120;4.9;PM25;2017-02-22 05:45:07.957290;1
2121;17.4;PM10;2017-02-22 05:45:30.523268;1
2122;4.9;PM25;2017-02-22 05:45:30.523389;1
2123;19.2;PM10;2017-02-22 05:45:53.552322;1
2124;5.0;PM25;2017-02-22 05:45:53.552422;1
2125;19.9;PM10;2017-02-22 05:46:16.278348;1
2126;5.1;PM25;2017-02-22 05:46:16.278457;1
2127;19.8;PM10;2017-02-22 05:46:38.865973;1
2128;5.2;PM25;2017-02-22 05:46:38.866079;1
2129;19.5;PM10;2017-02-22 05:47:01.440862;1
2130;5.2;PM25;2017-02-22 05:47:01.440986;1
2131;21.1;PM10;2017-02-22 05:47:24.047826;1
2132;5.3;PM25;2017-02-22 05:47:24.047930;1
2133;21.0;PM10;2017-02-22 05:47:46.589405;1
2134;5.3;PM25;2017-02-22 05:47:46.589523;1
2135;19.3;PM10;2017-02-22 05:48:09.719745;1
2136;5.3;PM25;2017-02-22 05:48:09.719853;1
2137;20.1;PM10;2017-02-22 05:48:32.687497;1
2138;5.3;PM25;2017-02-22 05:48:32.687601;1
2139;21.8;PM10;2017-02-22 05:48:55.242021;1
2140;5.5;PM25;2017-02-22 05:48:55.242126;1
2141;21.8;PM10;2017-02-22 05:49:17.860879;1
2142;5.6;PM25;2017-02-22 05:49:17.861004;1
2143;21.5;PM10;2017-02-22 05:49:40.400025;1
2144;5.3;PM25;2017-02-22 05:49:40.400138;1
2145;22.0;PM10;2017-02-22 05:50:02.992364;1
2146;5.4;PM25;2017-02-22 05:50:02.992468;1
2147;21.6;PM10;2017-02-22 05:50:25.566737;1
2148;5.3;PM25;2017-02-22 05:50:25.566867;1
2149;21.0;PM10;2017-02-22 05:50:48.163758;1
2150;5.4;PM25;2017-02-22 05:50:48.163862;1
2151;21.6;PM10;2017-02-22 05:51:10.731251;1
2152;5.5;PM25;2017-02-22 05:51:10.731360;1
2153;18.9;PM10;2017-02-22 05:51:33.533368;1
2154;5.4;PM25;2017-02-22 05:51:33.533490;1
2155;16.6;PM10;2017-02-22 05:51:56.120173;1
2156;5.2;PM25;2017-02-22 05:51:56.120288;1
2157;16.6;PM10;2017-02-22 05:52:18.761511;1
2158;4.9;PM25;2017-02-22 05:52:18.761624;1
2159;16.9;PM10;2017-02-22 05:52:41.330918;1
2160;4.8;PM25;2017-02-22 05:52:41.331032;1
2161;15.0;PM10;2017-02-22 05:53:03.923246;1
2162;4.7;PM25;2017-02-22 05:53:03.923360;1
2163;15.9;PM10;2017-02-22 05:53:26.472321;1
2164;4.8;PM25;2017-02-22 05:53:26.472426;1
2165;17.0;PM10;2017-02-22 05:53:49.043440;1
2166;4.7;PM25;2017-02-22 05:53:49.043554;1
2167;17.2;PM10;2017-02-22 05:54:11.619214;1
2168;4.7;PM25;2017-02-22 05:54:11.619347;1
2169;19.7;PM10;2017-02-22 05:54:34.200836;1
2170;4.8;PM25;2017-02-22 05:54:34.200956;1
2171;22.1;PM10;2017-02-22 05:54:56.944758;1
2172;4.9;PM25;2017-02-22 05:54:56.944860;1
2173;22.3;PM10;2017-02-22 05:55:19.961537;1
2174;5.0;PM25;2017-02-22 05:55:19.961641;1
2175;22.1;PM10;2017-02-22 05:55:42.530286;1
2176;5.1;PM25;2017-02-22 05:55:42.530421;1
2177;24.5;PM10;2017-02-22 05:56:05.503418;1
2178;5.2;PM25;2017-02-22 05:56:05.503537;1
2179;24.2;PM10;2017-02-22 05:56:28.086243;1
2180;5.5;PM25;2017-02-22 05:56:28.086345;1
2181;27.4;PM10;2017-02-22 05:56:50.623105;1
2182;5.9;PM25;2017-02-22 05:56:50.623215;1
2183;26.7;PM10;2017-02-22 05:57:13.367488;1
2184;5.9;PM25;2017-02-22 05:57:13.367599;1
2185;24.8;PM10;2017-02-22 05:57:36.266803;1
2186;5.7;PM25;2017-02-22 05:57:36.266911;1
2187;25.0;PM10;2017-02-22 05:57:58.873046;1
2188;6.0;PM25;2017-02-22 05:57:58.873151;1
2189;25.4;PM10;2017-02-22 05:58:21.486718;1
2190;6.0;PM25;2017-02-22 05:58:21.486841;1
2191;24.3;PM10;2017-02-22 05:58:44.107402;1
2192;6.0;PM25;2017-02-22 05:58:44.107509;1
2193;23.9;PM10;2017-02-22 05:59:07.022494;1
2194;5.9;PM25;2017-02-22 05:59:07.022620;1
2195;24.0;PM10;2017-02-22 05:59:29.607969;1
2196;5.6;PM25;2017-02-22 05:59:29.608089;1
2197;25.4;PM10;2017-02-22 05:59:52.141533;1
2198;5.7;PM25;2017-02-22 05:59:52.141640;1
2199;25.4;PM10;2017-02-22 06:00:15.007899;1
2200;5.7;PM25;2017-02-22 06:00:15.008007;1
2201;25.2;PM10;2017-02-22 06:00:37.775573;1
2202;5.6;PM25;2017-02-22 06:00:37.775699;1
2203;25.7;PM10;2017-02-22 06:01:00.340420;1
2204;5.8;PM25;2017-02-22 06:01:00.340527;1
2205;25.3;PM10;2017-02-22 06:01:23.042812;1
2206;5.8;PM25;2017-02-22 06:01:23.042922;1
2207;25.8;PM10;2017-02-22 06:01:45.631265;1
2208;5.8;PM25;2017-02-22 06:01:45.631373;1
2209;27.0;PM10;2017-02-22 06:02:08.253185;1
2210;5.8;PM25;2017-02-22 06:02:08.253293;1
2211;24.0;PM10;2017-02-22 06:02:31.067845;1
2212;5.7;PM25;2017-02-22 06:02:31.067962;1
2213;23.8;PM10;2017-02-22 06:02:53.729610;1
2214;5.5;PM25;2017-02-22 06:02:53.729726;1
2215;23.3;PM10;2017-02-22 06:03:16.256395;1
2216;5.6;PM25;2017-02-22 06:03:16.256499;1
2217;23.8;PM10;2017-02-22 06:03:38.891306;1
2218;5.4;PM25;2017-02-22 06:03:38.891418;1
2219;25.5;PM10;2017-02-22 06:04:01.536812;1
2220;5.2;PM25;2017-02-22 06:04:01.536921;1
2221;25.3;PM10;2017-02-22 06:04:24.177264;1
2222;5.3;PM25;2017-02-22 06:04:24.177387;1
2223;25.6;PM10;2017-02-22 06:04:46.721257;1
2224;5.5;PM25;2017-02-22 06:04:46.721364;1
2225;25.9;PM10;2017-02-22 06:05:09.745869;1
2226;5.5;PM25;2017-02-22 06:05:09.745986;1
2227;27.3;PM10;2017-02-22 06:05:32.762219;1
